region,year,month,dengue_cases,dengue_deaths
NCR,2016,1,,
NCR,2016,2,,
NCR,2016,3,,
NCR,2016,4,,
NCR,2016,5,,
NCR,2016,6,,
NCR,2016,7,,
NCR,2016,8,,
NCR,2016,9,,
NCR,2016,10,,
NCR,2016,11,,
NCR,2016,12,,
NCR,2017,1,,
NCR,2017,2,,
NCR,2017,3,,
NCR,2017,4,,
NCR,2017,5,,
NCR,2017,6,,
NCR,2017,7,,
NCR,2017,8,,
NCR,2017,9,,
NCR,2017,10,,
NCR,2017,11,,
NCR,2017,12,,
NCR,2018,1,,
NCR,2018,2,,
NCR,2018,3,,
NCR,2018,4,,
NCR,2018,5,,
NCR,2018,6,,
NCR,2018,7,,
NCR,2018,8,,
NCR,2018,9,,
NCR,2018,10,,
NCR,2018,11,,
NCR,2018,12,,
NCR,2019,1,,
NCR,2019,2,,
NCR,2019,3,,
NCR,2019,4,,
NCR,2019,5,,
NCR,2019,6,,
NCR,2019,7,,
NCR,2019,8,,
NCR,2019,9,,
NCR,2019,10,,
NCR,2019,11,,
NCR,2019,12,,
NCR,2020,1,,
NCR,2020,2,,
NCR,2020,3,,
NCR,2020,4,,
NCR,2020,5,,
NCR,2020,6,,
NCR,2020,7,,
NCR,2020,8,,
NCR,2020,9,,
NCR,2020,10,,
NCR,2020,11,,
NCR,2020,12,,
NCR,2021,1,,
NCR,2021,2,,
NCR,2021,3,,
NCR,2021,4,,
NCR,2021,5,,
NCR,2021,6,,
NCR,2021,7,,
NCR,2021,8,,
NCR,2021,9,,
NCR,2021,10,,
NCR,2021,11,,
NCR,2021,12,,
NCR,2022,1,,
NCR,2022,2,,
NCR,2022,3,,
NCR,2022,4,,
NCR,2022,5,,
NCR,2022,6,,
NCR,2022,7,,
NCR,2022,8,,
NCR,2022,9,,
NCR,2022,10,,
NCR,2022,11,,
NCR,2022,12,,
NCR,2023,1,,
NCR,2023,2,,
NCR,2023,3,,
NCR,2023,4,,
NCR,2023,5,,
NCR,2023,6,,
NCR,2023,7,,
NCR,2023,8,,
NCR,2023,9,,
NCR,2023,10,,
NCR,2023,11,,
NCR,2023,12,,
NCR,2024,1,,
NCR,2024,2,,
NCR,2024,3,,
NCR,2024,4,,
NCR,2024,5,,
NCR,2024,6,,
NCR,2024,7,,
NCR,2024,8,,
NCR,2024,9,,
NCR,2024,10,,
NCR,2024,11,,
NCR,2024,12,,
CAR,2016,1,,
CAR,2016,2,,
CAR,2016,3,,
CAR,2016,4,,
CAR,2016,5,,
CAR,2016,6,,
CAR,2016,7,,
CAR,2016,8,,
CAR,2016,9,,
CAR,2016,10,,
CAR,2016,11,,
CAR,2016,12,,
CAR,2017,1,,
CAR,2017,2,,
CAR,2017,3,,
CAR,2017,4,,
CAR,2017,5,,
CAR,2017,6,,
CAR,2017,7,,
CAR,2017,8,,
CAR,2017,9,,
CAR,2017,10,,
CAR,2017,11,,
CAR,2017,12,,
CAR,2018,1,,
CAR,2018,2,,
CAR,2018,3,,
CAR,2018,4,,
CAR,2018,5,,
CAR,2018,6,,
CAR,2018,7,,
CAR,2018,8,,
CAR,2018,9,,
CAR,2018,10,,
CAR,2018,11,,
CAR,2018,12,,
CAR,2019,1,,
CAR,2019,2,,
CAR,2019,3,,
CAR,2019,4,,
CAR,2019,5,,
CAR,2019,6,,
CAR,2019,7,,
CAR,2019,8,,
CAR,2019,9,,
CAR,2019,10,,
CAR,2019,11,,
CAR,2019,12,,
CAR,2020,1,,
CAR,2020,2,,
CAR,2020,3,,
CAR,2020,4,,
CAR,2020,5,,
CAR,2020,6,,
CAR,2020,7,,
CAR,2020,8,,
CAR,2020,9,,
CAR,2020,10,,
CAR,2020,11,,
CAR,2020,12,,
CAR,2021,1,,
CAR,2021,2,,
CAR,2021,3,,
CAR,2021,4,,
CAR,2021,5,,
CAR,2021,6,,
CAR,2021,7,,
CAR,2021,8,,
CAR,2021,9,,
CAR,2021,10,,
CAR,2021,11,,
CAR,2021,12,,
CAR,2022,1,,
CAR,2022,2,,
CAR,2022,3,,
CAR,2022,4,,
CAR,2022,5,,
CAR,2022,6,,
CAR,2022,7,,
CAR,2022,8,,
CAR,2022,9,,
CAR,2022,10,,
CAR,2022,11,,
CAR,2022,12,,
CAR,2023,1,,
CAR,2023,2,,
CAR,2023,3,,
CAR,2023,4,,
CAR,2023,5,,
CAR,2023,6,,
CAR,2023,7,,
CAR,2023,8,,
CAR,2023,9,,
CAR,2023,10,,
CAR,2023,11,,
CAR,2023,12,,
CAR,2024,1,,
CAR,2024,2,,
CAR,2024,3,,
CAR,2024,4,,
CAR,2024,5,,
CAR,2024,6,,
CAR,2024,7,,
CAR,2024,8,,
CAR,2024,9,,
CAR,2024,10,,
CAR,2024,11,,
CAR,2024,12,,
Region I,2016,1,,
Region I,2016,2,,
Region I,2016,3,,
Region I,2016,4,,
Region I,2016,5,,
Region I,2016,6,,
Region I,2016,7,,
Region I,2016,8,,
Region I,2016,9,,
Region I,2016,10,,
Region I,2016,11,,
Region I,2016,12,,
Region I,2017,1,,
Region I,2017,2,,
Region I,2017,3,,
Region I,2017,4,,
Region I,2017,5,,
Region I,2017,6,,
Region I,2017,7,,
Region I,2017,8,,
Region I,2017,9,,
Region I,2017,10,,
Region I,2017,11,,
Region I,2017,12,,
Region I,2018,1,,
Region I,2018,2,,
Region I,2018,3,,
Region I,2018,4,,
Region I,2018,5,,
Region I,2018,6,,
Region I,2018,7,,
Region I,2018,8,,
Region I,2018,9,,
Region I,2018,10,,
Region I,2018,11,,
Region I,2018,12,,
Region I,2019,1,,
Region I,2019,2,,
Region I,2019,3,,
Region I,2019,4,,
Region I,2019,5,,
Region I,2019,6,,
Region I,2019,7,,
Region I,2019,8,,
Region I,2019,9,,
Region I,2019,10,,
Region I,2019,11,,
Region I,2019,12,,
Region I,2020,1,,
Region I,2020,2,,
Region I,2020,3,,
Region I,2020,4,,
Region I,2020,5,,
Region I,2020,6,,
Region I,2020,7,,
Region I,2020,8,,
Region I,2020,9,,
Region I,2020,10,,
Region I,2020,11,,
Region I,2020,12,,
Region I,2021,1,,
Region I,2021,2,,
Region I,2021,3,,
Region I,2021,4,,
Region I,2021,5,,
Region I,2021,6,,
Region I,2021,7,,
Region I,2021,8,,
Region I,2021,9,,
Region I,2021,10,,
Region I,2021,11,,
Region I,2021,12,,
Region I,2022,1,,
Region I,2022,2,,
Region I,2022,3,,
Region I,2022,4,,
Region I,2022,5,,
Region I,2022,6,,
Region I,2022,7,,
Region I,2022,8,,
Region I,2022,9,,
Region I,2022,10,,
Region I,2022,11,,
Region I,2022,12,,
Region I,2023,1,,
Region I,2023,2,,
Region I,2023,3,,
Region I,2023,4,,
Region I,2023,5,,
Region I,2023,6,,
Region I,2023,7,,
Region I,2023,8,,
Region I,2023,9,,
Region I,2023,10,,
Region I,2023,11,,
Region I,2023,12,,
Region I,2024,1,,
Region I,2024,2,,
Region I,2024,3,,
Region I,2024,4,,
Region I,2024,5,,
Region I,2024,6,,
Region I,2024,7,,
Region I,2024,8,,
Region I,2024,9,,
Region I,2024,10,,
Region I,2024,11,,
Region I,2024,12,,
Region II,2016,1,,
Region II,2016,2,,
Region II,2016,3,,
Region II,2016,4,,
Region II,2016,5,,
Region II,2016,6,,
Region II,2016,7,,
Region II,2016,8,,
Region II,2016,9,,
Region II,2016,10,,
Region II,2016,11,,
Region II,2016,12,,
Region II,2017,1,,
Region II,2017,2,,
Region II,2017,3,,
Region II,2017,4,,
Region II,2017,5,,
Region II,2017,6,,
Region II,2017,7,,
Region II,2017,8,,
Region II,2017,9,,
Region II,2017,10,,
Region II,2017,11,,
Region II,2017,12,,
Region II,2018,1,,
Region II,2018,2,,
Region II,2018,3,,
Region II,2018,4,,
Region II,2018,5,,
Region II,2018,6,,
Region II,2018,7,,
Region II,2018,8,,
Region II,2018,9,,
Region II,2018,10,,
Region II,2018,11,,
Region II,2018,12,,
Region II,2019,1,,
Region II,2019,2,,
Region II,2019,3,,
Region II,2019,4,,
Region II,2019,5,,
Region II,2019,6,,
Region II,2019,7,,
Region II,2019,8,,
Region II,2019,9,,
Region II,2019,10,,
Region II,2019,11,,
Region II,2019,12,,
Region II,2020,1,,
Region II,2020,2,,
Region II,2020,3,,
Region II,2020,4,,
Region II,2020,5,,
Region II,2020,6,,
Region II,2020,7,,
Region II,2020,8,,
Region II,2020,9,,
Region II,2020,10,,
Region II,2020,11,,
Region II,2020,12,,
Region II,2021,1,,
Region II,2021,2,,
Region II,2021,3,,
Region II,2021,4,,
Region II,2021,5,,
Region II,2021,6,,
Region II,2021,7,,
Region II,2021,8,,
Region II,2021,9,,
Region II,2021,10,,
Region II,2021,11,,
Region II,2021,12,,
Region II,2022,1,,
Region II,2022,2,,
Region II,2022,3,,
Region II,2022,4,,
Region II,2022,5,,
Region II,2022,6,,
Region II,2022,7,,
Region II,2022,8,,
Region II,2022,9,,
Region II,2022,10,,
Region II,2022,11,,
Region II,2022,12,,
Region II,2023,1,,
Region II,2023,2,,
Region II,2023,3,,
Region II,2023,4,,
Region II,2023,5,,
Region II,2023,6,,
Region II,2023,7,,
Region II,2023,8,,
Region II,2023,9,,
Region II,2023,10,,
Region II,2023,11,,
Region II,2023,12,,
Region II,2024,1,,
Region II,2024,2,,
Region II,2024,3,,
Region II,2024,4,,
Region II,2024,5,,
Region II,2024,6,,
Region II,2024,7,,
Region II,2024,8,,
Region II,2024,9,,
Region II,2024,10,,
Region II,2024,11,,
Region II,2024,12,,
Region III,2016,1,,
Region III,2016,2,,
Region III,2016,3,,
Region III,2016,4,,
Region III,2016,5,,
Region III,2016,6,,
Region III,2016,7,,
Region III,2016,8,,
Region III,2016,9,,
Region III,2016,10,,
Region III,2016,11,,
Region III,2016,12,,
Region III,2017,1,,
Region III,2017,2,,
Region III,2017,3,,
Region III,2017,4,,
Region III,2017,5,,
Region III,2017,6,,
Region III,2017,7,,
Region III,2017,8,,
Region III,2017,9,,
Region III,2017,10,,
Region III,2017,11,,
Region III,2017,12,,
Region III,2018,1,,
Region III,2018,2,,
Region III,2018,3,,
Region III,2018,4,,
Region III,2018,5,,
Region III,2018,6,,
Region III,2018,7,,
Region III,2018,8,,
Region III,2018,9,,
Region III,2018,10,,
Region III,2018,11,,
Region III,2018,12,,
Region III,2019,1,,
Region III,2019,2,,
Region III,2019,3,,
Region III,2019,4,,
Region III,2019,5,,
Region III,2019,6,,
Region III,2019,7,,
Region III,2019,8,,
Region III,2019,9,,
Region III,2019,10,,
Region III,2019,11,,
Region III,2019,12,,
Region III,2020,1,,
Region III,2020,2,,
Region III,2020,3,,
Region III,2020,4,,
Region III,2020,5,,
Region III,2020,6,,
Region III,2020,7,,
Region III,2020,8,,
Region III,2020,9,,
Region III,2020,10,,
Region III,2020,11,,
Region III,2020,12,,
Region III,2021,1,,
Region III,2021,2,,
Region III,2021,3,,
Region III,2021,4,,
Region III,2021,5,,
Region III,2021,6,,
Region III,2021,7,,
Region III,2021,8,,
Region III,2021,9,,
Region III,2021,10,,
Region III,2021,11,,
Region III,2021,12,,
Region III,2022,1,,
Region III,2022,2,,
Region III,2022,3,,
Region III,2022,4,,
Region III,2022,5,,
Region III,2022,6,,
Region III,2022,7,,
Region III,2022,8,,
Region III,2022,9,,
Region III,2022,10,,
Region III,2022,11,,
Region III,2022,12,,
Region III,2023,1,,
Region III,2023,2,,
Region III,2023,3,,
Region III,2023,4,,
Region III,2023,5,,
Region III,2023,6,,
Region III,2023,7,,
Region III,2023,8,,
Region III,2023,9,,
Region III,2023,10,,
Region III,2023,11,,
Region III,2023,12,,
Region III,2024,1,,
Region III,2024,2,,
Region III,2024,3,,
Region III,2024,4,,
Region III,2024,5,,
Region III,2024,6,,
Region III,2024,7,,
Region III,2024,8,,
Region III,2024,9,,
Region III,2024,10,,
Region III,2024,11,,
Region III,2024,12,,
Region IV-A,2016,1,,
Region IV-A,2016,2,,
Region IV-A,2016,3,,
Region IV-A,2016,4,,
Region IV-A,2016,5,,
Region IV-A,2016,6,,
Region IV-A,2016,7,,
Region IV-A,2016,8,,
Region IV-A,2016,9,,
Region IV-A,2016,10,,
Region IV-A,2016,11,,
Region IV-A,2016,12,,
Region IV-A,2017,1,,
Region IV-A,2017,2,,
Region IV-A,2017,3,,
Region IV-A,2017,4,,
Region IV-A,2017,5,,
Region IV-A,2017,6,,
Region IV-A,2017,7,,
Region IV-A,2017,8,,
Region IV-A,2017,9,,
Region IV-A,2017,10,,
Region IV-A,2017,11,,
Region IV-A,2017,12,,
Region IV-A,2018,1,,
Region IV-A,2018,2,,
Region IV-A,2018,3,,
Region IV-A,2018,4,,
Region IV-A,2018,5,,
Region IV-A,2018,6,,
Region IV-A,2018,7,,
Region IV-A,2018,8,,
Region IV-A,2018,9,,
Region IV-A,2018,10,,
Region IV-A,2018,11,,
Region IV-A,2018,12,,
Region IV-A,2019,1,,
Region IV-A,2019,2,,
Region IV-A,2019,3,,
Region IV-A,2019,4,,
Region IV-A,2019,5,,
Region IV-A,2019,6,,
Region IV-A,2019,7,,
Region IV-A,2019,8,,
Region IV-A,2019,9,,
Region IV-A,2019,10,,
Region IV-A,2019,11,,
Region IV-A,2019,12,,
Region IV-A,2020,1,,
Region IV-A,2020,2,,
Region IV-A,2020,3,,
Region IV-A,2020,4,,
Region IV-A,2020,5,,
Region IV-A,2020,6,,
Region IV-A,2020,7,,
Region IV-A,2020,8,,
Region IV-A,2020,9,,
Region IV-A,2020,10,,
Region IV-A,2020,11,,
Region IV-A,2020,12,,
Region IV-A,2021,1,,
Region IV-A,2021,2,,
Region IV-A,2021,3,,
Region IV-A,2021,4,,
Region IV-A,2021,5,,
Region IV-A,2021,6,,
Region IV-A,2021,7,,
Region IV-A,2021,8,,
Region IV-A,2021,9,,
Region IV-A,2021,10,,
Region IV-A,2021,11,,
Region IV-A,2021,12,,
Region IV-A,2022,1,,
Region IV-A,2022,2,,
Region IV-A,2022,3,,
Region IV-A,2022,4,,
Region IV-A,2022,5,,
Region IV-A,2022,6,,
Region IV-A,2022,7,,
Region IV-A,2022,8,,
Region IV-A,2022,9,,
Region IV-A,2022,10,,
Region IV-A,2022,11,,
Region IV-A,2022,12,,
Region IV-A,2023,1,,
Region IV-A,2023,2,,
Region IV-A,2023,3,,
Region IV-A,2023,4,,
Region IV-A,2023,5,,
Region IV-A,2023,6,,
Region IV-A,2023,7,,
Region IV-A,2023,8,,
Region IV-A,2023,9,,
Region IV-A,2023,10,,
Region IV-A,2023,11,,
Region IV-A,2023,12,,
Region IV-A,2024,1,,
Region IV-A,2024,2,,
Region IV-A,2024,3,,
Region IV-A,2024,4,,
Region IV-A,2024,5,,
Region IV-A,2024,6,,
Region IV-A,2024,7,,
Region IV-A,2024,8,,
Region IV-A,2024,9,,
Region IV-A,2024,10,,
Region IV-A,2024,11,,
Region IV-A,2024,12,,
MIMAROPA,2016,1,,
MIMAROPA,2016,2,,
MIMAROPA,2016,3,,
MIMAROPA,2016,4,,
MIMAROPA,2016,5,,
MIMAROPA,2016,6,,
MIMAROPA,2016,7,,
MIMAROPA,2016,8,,
MIMAROPA,2016,9,,
MIMAROPA,2016,10,,
MIMAROPA,2016,11,,
MIMAROPA,2016,12,,
MIMAROPA,2017,1,,
MIMAROPA,2017,2,,
MIMAROPA,2017,3,,
MIMAROPA,2017,4,,
MIMAROPA,2017,5,,
MIMAROPA,2017,6,,
MIMAROPA,2017,7,,
MIMAROPA,2017,8,,
MIMAROPA,2017,9,,
MIMAROPA,2017,10,,
MIMAROPA,2017,11,,
MIMAROPA,2017,12,,
MIMAROPA,2018,1,,
MIMAROPA,2018,2,,
MIMAROPA,2018,3,,
MIMAROPA,2018,4,,
MIMAROPA,2018,5,,
MIMAROPA,2018,6,,
MIMAROPA,2018,7,,
MIMAROPA,2018,8,,
MIMAROPA,2018,9,,
MIMAROPA,2018,10,,
MIMAROPA,2018,11,,
MIMAROPA,2018,12,,
MIMAROPA,2019,1,,
MIMAROPA,2019,2,,
MIMAROPA,2019,3,,
MIMAROPA,2019,4,,
MIMAROPA,2019,5,,
MIMAROPA,2019,6,,
MIMAROPA,2019,7,,
MIMAROPA,2019,8,,
MIMAROPA,2019,9,,
MIMAROPA,2019,10,,
MIMAROPA,2019,11,,
MIMAROPA,2019,12,,
MIMAROPA,2020,1,,
MIMAROPA,2020,2,,
MIMAROPA,2020,3,,
MIMAROPA,2020,4,,
MIMAROPA,2020,5,,
MIMAROPA,2020,6,,
MIMAROPA,2020,7,,
MIMAROPA,2020,8,,
MIMAROPA,2020,9,,
MIMAROPA,2020,10,,
MIMAROPA,2020,11,,
MIMAROPA,2020,12,,
MIMAROPA,2021,1,,
MIMAROPA,2021,2,,
MIMAROPA,2021,3,,
MIMAROPA,2021,4,,
MIMAROPA,2021,5,,
MIMAROPA,2021,6,,
MIMAROPA,2021,7,,
MIMAROPA,2021,8,,
MIMAROPA,2021,9,,
MIMAROPA,2021,10,,
MIMAROPA,2021,11,,
MIMAROPA,2021,12,,
MIMAROPA,2022,1,,
MIMAROPA,2022,2,,
MIMAROPA,2022,3,,
MIMAROPA,2022,4,,
MIMAROPA,2022,5,,
MIMAROPA,2022,6,,
MIMAROPA,2022,7,,
MIMAROPA,2022,8,,
MIMAROPA,2022,9,,
MIMAROPA,2022,10,,
MIMAROPA,2022,11,,
MIMAROPA,2022,12,,
MIMAROPA,2023,1,,
MIMAROPA,2023,2,,
MIMAROPA,2023,3,,
MIMAROPA,2023,4,,
MIMAROPA,2023,5,,
MIMAROPA,2023,6,,
MIMAROPA,2023,7,,
MIMAROPA,2023,8,,
MIMAROPA,2023,9,,
MIMAROPA,2023,10,,
MIMAROPA,2023,11,,
MIMAROPA,2023,12,,
MIMAROPA,2024,1,,
MIMAROPA,2024,2,,
MIMAROPA,2024,3,,
MIMAROPA,2024,4,,
MIMAROPA,2024,5,,
MIMAROPA,2024,6,,
MIMAROPA,2024,7,,
MIMAROPA,2024,8,,
MIMAROPA,2024,9,,
MIMAROPA,2024,10,,
MIMAROPA,2024,11,,
MIMAROPA,2024,12,,
Region V,2016,1,,
Region V,2016,2,,
Region V,2016,3,,
Region V,2016,4,,
Region V,2016,5,,
Region V,2016,6,,
Region V,2016,7,,
Region V,2016,8,,
Region V,2016,9,,
Region V,2016,10,,
Region V,2016,11,,
Region V,2016,12,,
Region V,2017,1,,
Region V,2017,2,,
Region V,2017,3,,
Region V,2017,4,,
Region V,2017,5,,
Region V,2017,6,,
Region V,2017,7,,
Region V,2017,8,,
Region V,2017,9,,
Region V,2017,10,,
Region V,2017,11,,
Region V,2017,12,,
Region V,2018,1,,
Region V,2018,2,,
Region V,2018,3,,
Region V,2018,4,,
Region V,2018,5,,
Region V,2018,6,,
Region V,2018,7,,
Region V,2018,8,,
Region V,2018,9,,
Region V,2018,10,,
Region V,2018,11,,
Region V,2018,12,,
Region V,2019,1,,
Region V,2019,2,,
Region V,2019,3,,
Region V,2019,4,,
Region V,2019,5,,
Region V,2019,6,,
Region V,2019,7,,
Region V,2019,8,,
Region V,2019,9,,
Region V,2019,10,,
Region V,2019,11,,
Region V,2019,12,,
Region V,2020,1,,
Region V,2020,2,,
Region V,2020,3,,
Region V,2020,4,,
Region V,2020,5,,
Region V,2020,6,,
Region V,2020,7,,
Region V,2020,8,,
Region V,2020,9,,
Region V,2020,10,,
Region V,2020,11,,
Region V,2020,12,,
Region V,2021,1,,
Region V,2021,2,,
Region V,2021,3,,
Region V,2021,4,,
Region V,2021,5,,
Region V,2021,6,,
Region V,2021,7,,
Region V,2021,8,,
Region V,2021,9,,
Region V,2021,10,,
Region V,2021,11,,
Region V,2021,12,,
Region V,2022,1,,
Region V,2022,2,,
Region V,2022,3,,
Region V,2022,4,,
Region V,2022,5,,
Region V,2022,6,,
Region V,2022,7,,
Region V,2022,8,,
Region V,2022,9,,
Region V,2022,10,,
Region V,2022,11,,
Region V,2022,12,,
Region V,2023,1,,
Region V,2023,2,,
Region V,2023,3,,
Region V,2023,4,,
Region V,2023,5,,
Region V,2023,6,,
Region V,2023,7,,
Region V,2023,8,,
Region V,2023,9,,
Region V,2023,10,,
Region V,2023,11,,
Region V,2023,12,,
Region V,2024,1,,
Region V,2024,2,,
Region V,2024,3,,
Region V,2024,4,,
Region V,2024,5,,
Region V,2024,6,,
Region V,2024,7,,
Region V,2024,8,,
Region V,2024,9,,
Region V,2024,10,,
Region V,2024,11,,
Region V,2024,12,,
Region VI,2016,1,,
Region VI,2016,2,,
Region VI,2016,3,,
Region VI,2016,4,,
Region VI,2016,5,,
Region VI,2016,6,,
Region VI,2016,7,,
Region VI,2016,8,,
Region VI,2016,9,,
Region VI,2016,10,,
Region VI,2016,11,,
Region VI,2016,12,,
Region VI,2017,1,,
Region VI,2017,2,,
Region VI,2017,3,,
Region VI,2017,4,,
Region VI,2017,5,,
Region VI,2017,6,,
Region VI,2017,7,,
Region VI,2017,8,,
Region VI,2017,9,,
Region VI,2017,10,,
Region VI,2017,11,,
Region VI,2017,12,,
Region VI,2018,1,,
Region VI,2018,2,,
Region VI,2018,3,,
Region VI,2018,4,,
Region VI,2018,5,,
Region VI,2018,6,,
Region VI,2018,7,,
Region VI,2018,8,,
Region VI,2018,9,,
Region VI,2018,10,,
Region VI,2018,11,,
Region VI,2018,12,,
Region VI,2019,1,,
Region VI,2019,2,,
Region VI,2019,3,,
Region VI,2019,4,,
Region VI,2019,5,,
Region VI,2019,6,,
Region VI,2019,7,,
Region VI,2019,8,,
Region VI,2019,9,,
Region VI,2019,10,,
Region VI,2019,11,,
Region VI,2019,12,,
Region VI,2020,1,,
Region VI,2020,2,,
Region VI,2020,3,,
Region VI,2020,4,,
Region VI,2020,5,,
Region VI,2020,6,,
Region VI,2020,7,,
Region VI,2020,8,,
Region VI,2020,9,,
Region VI,2020,10,,
Region VI,2020,11,,
Region VI,2020,12,,
Region VI,2021,1,,
Region VI,2021,2,,
Region VI,2021,3,,
Region VI,2021,4,,
Region VI,2021,5,,
Region VI,2021,6,,
Region VI,2021,7,,
Region VI,2021,8,,
Region VI,2021,9,,
Region VI,2021,10,,
Region VI,2021,11,,
Region VI,2021,12,,
Region VI,2022,1,,
Region VI,2022,2,,
Region VI,2022,3,,
